Topic,2010,2011,2012,2013,2014,2015,2016
Games,0,0,0,0,0,1,2
Learning Drupal,0,1,1,1,1,1,1
Best Practices for High Performance eCommerce,0,0,0,0,2,4,4
PHP Application Development,0,0,0,0,4,4,5
Smart Contracts,0,0,0,0,0,1,1
CCIE Cisco Certified Internetwork Expert,0,0,0,0,1,1,1
neural networks,0,0,0,0,0,2,3
UX / UI Design,0,0,0,0,2,2,2
Bring Angel Investors and Startups Together,0,0,1,1,1,1,1
Web Application Security,0,0,0,0,2,4,4
Radio Control,0,0,0,0,1,1,1
White Hat Hacking,0,0,0,0,2,3,3
Embedded Systems Programming,0,0,0,0,1,1,1
web application development,0,0,0,0,0,0,1
Disruptive innovation,0,0,0,0,0,1,1
Meteor,0,0,0,1,1,1,1
Statistics and data analysis,0,0,0,1,1,1,1
BI on Cloud,0,0,0,0,0,1,1
Content Marketing,1,1,1,1,3,3,3
Opscode Chef,0,0,0,0,1,1,1
early stage investors,0,0,1,1,1,1,1
Smart Grid,0,0,0,0,3,3,3
BigData,0,0,1,1,1,1,1
Ubuntu,0,0,0,0,1,1,1
Information Security,0,0,0,0,3,6,6
Community Building,0,0,0,0,1,1,1
Web Development,0,2,2,7,34,42,47
Video Game Design,0,0,0,0,0,0,1
Building Drones,0,0,0,0,1,1,1
Load Testing and Performance,0,0,0,1,1,1,1
Web Operations,0,0,0,0,2,2,2
Lean Management,0,0,0,0,0,1,1
Symfony2,0,0,0,0,1,1,1
Graphic Design,0,0,0,0,1,1,1
Open Source Hardware,0,0,0,0,0,1,1
Content Strategy and SEO,0,0,0,0,6,6,6
Ethereum,0,0,0,0,0,1,1
Mobile App Marketing,0,0,0,0,0,1,1
Blog Design,0,0,0,0,1,1,1
Email Campaign Marketing,0,0,0,0,0,1,1
blog marketing,0,0,0,0,1,1,1
Engineering,0,0,0,1,1,1,2
Puppet,0,0,0,0,1,1,1
Drones,0,0,0,0,2,2,2
Graph Databases,0,1,1,1,1,1,1
Entreprenuer networking,0,0,0,0,1,1,1
Startup Weekend,0,0,0,0,0,1,1
Exam preparation,0,0,0,0,1,1,1
KeystoneJS,0,0,0,0,1,1,1
Business Ideas,0,0,0,0,1,1,1
ERP Software,0,0,0,0,0,1,1
Text Analytics,0,0,0,1,1,2,2
Apex,0,0,1,1,1,1,2
Go programming language,0,0,0,0,1,1,1
Mathematica,0,0,0,0,1,1,1
BlackBerry Apps,0,0,0,0,1,1,1
golang,0,0,0,0,1,1,1
Oracle PL/SQL Development,0,0,0,0,0,0,1
Mathematics,0,0,0,0,1,1,1
Electronics,0,0,0,1,4,5,5
Business continuity,0,0,0,0,0,1,1
Bluetooth Technology,0,0,0,0,1,1,1
Learn Blogging,0,0,0,0,1,2,2
Innovations in Software Testing,0,0,0,0,1,1,1
IBM Bluemix,0,0,0,0,1,2,3
Augmented Reality,0,0,0,0,0,0,1
Infrastructure as Code,0,0,0,0,2,3,3
Applied Math,0,0,0,0,1,1,1
Data Analysis and Modeling,0,0,0,0,2,2,2
Open Source Community,0,0,0,1,2,2,2
Laravel,0,0,0,0,2,2,2
mbed developers,0,0,0,0,1,1,1
Share Experiences Knowledge of Product Development,0,0,0,0,0,1,1
College Students,0,0,0,0,0,1,1
Business Growth,0,0,0,0,0,1,1
VB.NET,0,0,0,0,1,1,1
Joomla Extension Development,0,0,0,0,1,1,1
Force.com,0,0,1,1,1,1,1
Business Analytics,0,0,0,1,1,6,6
Telematics,0,0,0,0,1,1,1
WordPress User Community,0,0,0,1,1,1,1
Internet E-Commerce Professionals & Startups,0,0,0,0,1,1,1
Hardware,0,0,0,0,1,1,1
Service-now.com,0,0,0,0,1,1,1
Virtualization,0,0,0,0,6,7,8
Business Intelligence,0,0,0,0,0,3,3
Cloud Analytics,0,0,0,0,0,1,1
Virtual Worlds,0,0,0,0,0,0,1
"HTML, XHTML, CSS & JavaScript",0,0,0,0,0,1,1
Virtual Reality,0,0,0,0,0,0,1
Artificial Intelligence,0,0,0,0,2,5,8
